,posted,recommend_percentage,sum_review
1625,2015-12-13,84.61538461538461,52
1626,2015-12-14,80.3921568627451,51
1627,2015-12-15,91.52542372881356,59
1628,2015-12-16,87.75510204081633,49
1629,2015-12-17,84.61538461538461,39
1630,2015-12-18,83.01886792452831,53
1631,2015-12-19,88.37209302325581,43
1632,2015-12-20,77.41935483870968,62
1633,2015-12-21,83.63636363636363,55
1634,2015-12-22,80.51948051948052,77
1635,2015-12-23,84.76190476190476,105
1636,2015-12-24,84.84848484848484,66
1637,2015-12-25,81.9672131147541,61
1638,2015-12-26,80.0,75
1639,2015-12-27,88.23529411764706,85
1640,2015-12-28,89.24731182795699,93
1641,2015-12-29,87.01298701298701,77
1642,2015-12-30,84.0,75
1643,2015-12-31,92.10526315789474,76
